customer_id,stream_id,date,invoice_item_id,subscription_stopped
1,1420.0,2018-10-21,2.0,0
1,1343.0,2018-10-23,2.0,0
1,1756.0,2018-11-05,2.0,0
1,1250.0,2018-11-06,2.0,0
1,1324.0,2018-11-12,2.0,0
1,1218.0,2018-11-12,2.0,0
1,1695.0,2018-11-23,2.0,0
1,1550.0,2018-11-25,2.0,0
1,,2018-12-10,2.0,0
1,1498.0,2018-12-12,2.0,0
1,1641.0,2018-12-14,2.0,0
1,1770.0,2018-12-27,2.0,0
1,1536.0,2019-01-05,2.0,0
1,1449.0,2019-01-06,2.0,0
1,1672.0,2019-01-28,2.0,0
1,1525.0,2019-01-31,2.0,0
1,1182.0,2019-02-01,2.0,0
1,1122.0,2019-02-09,2.0,0
1,1285.0,2019-02-22,2.0,0
1,1359.0,2019-02-28,2.0,0
1,1572.0,2019-03-01,2.0,0
1,1266.0,2019-03-06,2.0,0
1,1183.0,2019-03-09,2.0,0
1,1500.0,2019-03-26,2.0,0
2,1294.0,2019-02-27,3.0,0
2,,2019-03-01,3.0,0
2,1367.0,2019-03-03,3.0,0
2,1190.0,2019-03-08,3.0,0
2,1761.0,2019-03-08,3.0,0
2,1479.0,2019-03-10,3.0,0
2,1458.0,2019-03-10,3.0,0
2,1506.0,2019-03-13,3.0,0
2,1245.0,2019-03-13,3.0,0
2,1273.0,2019-03-16,3.0,0
2,1174.0,2019-03-19,3.0,0
2,1483.0,2019-03-24,3.0,0
2,1726.0,2019-03-28,3.0,1
3,1503.0,2018-07-18,2.0,0
3,1196.0,2018-08-11,2.0,0
3,1387.0,2018-08-14,2.0,0
3,1445.0,2018-08-20,2.0,0
3,1501.0,2018-08-24,2.0,0
3,1318.0,2018-08-27,2.0,0
3,1386.0,2018-08-28,2.0,0
3,1765.0,2018-08-28,2.0,0
3,1710.0,2018-08-30,2.0,0
3,1263.0,2018-09-13,2.0,0
3,1426.0,2018-09-13,2.0,0
3,1431.0,2018-09-14,2.0,0
3,1527.0,2018-09-15,2.0,0
3,1773.0,2018-09-15,2.0,0
3,1342.0,2018-09-22,2.0,0
3,1749.0,2018-09-28,2.0,0
3,1066.0,2018-10-10,2.0,0
3,1238.0,2018-10-18,2.0,0
3,1676.0,2018-11-07,2.0,0
3,1300.0,2018-11-07,2.0,0
3,1168.0,2018-11-07,2.0,0
3,1453.0,2018-11-15,2.0,1
4,1228.0,2019-03-03,1.0,0
4,1435.0,2019-03-07,1.0,0
4,1302.0,2019-03-08,1.0,0
4,1420.0,2019-03-12,1.0,0
4,1478.0,2019-03-13,1.0,0
4,1634.0,2019-03-25,1.0,0
4,1524.0,2019-03-25,1.0,0
4,1400.0,2019-03-26,1.0,0
4,1194.0,2019-04-10,1.0,0
4,1225.0,2019-04-18,1.0,0
4,1714.0,2019-04-30,1.0,0
4,1193.0,2019-05-06,1.0,0
4,1681.0,2019-05-07,1.0,0
4,1553.0,2019-05-09,1.0,0
4,1084.0,2019-05-10,1.0,0
4,1633.0,2019-05-10,1.0,0
4,1369.0,2019-05-15,1.0,0
4,1230.0,2019-05-18,1.0,0
4,1584.0,2019-05-20,1.0,0
5,1286.0,2019-01-07,2.0,0
5,1466.0,2019-01-11,2.0,0
5,1484.0,2019-02-03,2.0,0
5,1668.0,2019-02-09,2.0,0
5,,2019-02-12,2.0,0
5,1698.0,2019-02-15,2.0,0
5,1476.0,2019-02-17,2.0,0
5,1470.0,2019-02-24,2.0,0
5,1323.0,2019-02-27,2.0,0
5,1118.0,2019-03-04,2.0,0
5,1375.0,2019-03-12,2.0,0
5,1443.0,2019-03-13,2.0,0
5,1207.0,2019-03-14,2.0,0
5,1587.0,2019-03-23,2.0,0
5,1191.0,2019-03-30,2.0,0
5,1363.0,2019-03-30,2.0,0
5,1084.0,2019-04-03,2.0,0
5,1190.0,2019-04-04,2.0,0
5,1600.0,2019-04-09,2.0,0
5,1078.0,2019-04-09,2.0,0
5,1109.0,2019-04-26,2.0,0
5,1241.0,2019-04-30,2.0,0
5,1174.0,2019-05-03,2.0,0
5,1388.0,2019-05-03,2.0,0
6,1599.0,2019-05-28,2.0,0
6,1323.0,2019-05-29,2.0,0
6,1168.0,2019-05-30,2.0,0
6,1151.0,2019-05-31,2.0,0
6,1460.0,2019-06-01,2.0,0
6,1158.0,2019-06-15,2.0,0
6,1355.0,2019-06-18,2.0,0
6,1259.0,2019-06-21,2.0,0
6,1543.0,2019-06-22,2.0,0
6,1651.0,2019-06-30,2.0,0
6,1096.0,2019-07-16,2.0,0
6,1161.0,2019-07-16,2.0,0
6,1360.0,2019-07-20,2.0,0
6,1060.0,2019-07-28,2.0,0
6,1515.0,2019-08-01,2.0,0
6,1627.0,2019-08-07,2.0,0
6,1523.0,2019-08-15,2.0,0
6,1599.0,2019-08-18,2.0,0
6,1641.0,2019-08-27,2.0,0
6,1478.0,2019-09-01,2.0,0
7,1622.0,2019-06-23,1.0,0
7,1770.0,2019-06-24,1.0,0
7,1328.0,2019-06-26,1.0,0
7,1262.0,2019-06-29,1.0,0
7,1774.0,2019-06-30,1.0,0
7,1657.0,2019-07-04,1.0,0
7,1708.0,2019-07-10,1.0,0
7,1215.0,2019-07-15,1.0,0
7,1588.0,2019-08-04,1.0,0
7,1259.0,2019-08-07,1.0,0
7,1409.0,2019-08-08,1.0,0
7,1335.0,2019-08-09,1.0,0
7,1280.0,2019-08-11,1.0,0
7,1713.0,2019-08-14,1.0,0
7,1238.0,2019-08-17,1.0,0
7,1757.0,2019-08-19,1.0,0
7,1405.0,2019-08-23,1.0,0
7,1469.0,2019-08-25,1.0,1
8,1422.0,2019-02-09,2.0,0
8,1773.0,2019-02-10,2.0,0
8,1431.0,2019-02-14,2.0,0
8,1139.0,2019-02-15,2.0,0
8,1263.0,2019-02-17,2.0,0
8,1553.0,2019-02-28,2.0,0
8,1120.0,2019-03-04,2.0,0
8,1663.0,2019-03-08,2.0,0
8,1426.0,2019-03-09,2.0,0
8,1769.0,2019-03-15,2.0,0
8,1491.0,2019-03-17,2.0,0
8,,2019-03-24,2.0,0
8,1215.0,2019-03-27,2.0,0
8,1172.0,2019-04-06,2.0,0
8,1403.0,2019-04-09,2.0,0
8,1508.0,2019-04-21,2.0,0
8,1571.0,2019-04-30,2.0,0
8,1157.0,2019-04-30,2.0,0
8,1470.0,2019-05-14,2.0,0
8,,2019-05-18,2.0,0
8,1283.0,2019-05-18,2.0,0
8,1241.0,2019-05-19,2.0,0
9,1093.0,2019-03-26,2.0,0
9,1306.0,2019-04-02,2.0,0
9,1555.0,2019-04-09,2.0,0
9,1231.0,2019-04-12,2.0,0
9,1203.0,2019-04-20,2.0,0
9,1565.0,2019-04-22,2.0,0
9,1402.0,2019-04-26,2.0,0
9,,2019-04-27,2.0,0
9,1261.0,2019-04-29,2.0,0
9,1704.0,2019-06-01,2.0,0
9,1563.0,2019-06-04,2.0,0
9,1380.0,2019-06-07,2.0,0
9,1647.0,2019-06-09,2.0,0
